Datacode,SA_NAME,GEOGID,Electoral Division CSO Code,Electoral Division Name,County,NUTS_III,NUTS_II,Planning Region,Households_With_Cars_No_Motor_Car_2011,Households_With_Cars_One_Motor_Car_2011,Households_With_Cars_Two_Motor_Cars_2011,Households_With_Cars_Three_Motor_Cars_2011,Households_With_Cars_Four_Or_More_Motor_Cars_2011,Households_With_Cars_Total_2011,Perc_Households_With_Cars_No_Motor_Car_2011,Perc_Households_With_Cars_One_Motor_Car_2011,Perc_Households_With_Cars_Two_Motor_Cars_2011,Perc_Households_With_Cars_Three_Motor_Cars_2011,Perc_Households_With_Cars_Four_Or_More_Motor_Cars_2011,Households_With_Personal_Computer_Total_2011,Households_With_Personal_Computer_Yes_2011,Households_With_Personal_Computer_No_2011,Households_With_Personal_Computer_Not_Stated_2011,Perc_Households_With_Personal_Computer_Yes_2011,Perc_Households_With_Personal_Computer_No_2011,Perc_Households_With_Personal_Computer_Not_Stated_2011,Households_With_Internet_Access_Broadband_2011,Households_With_Internet_Access_Other_Connection_2011,Households_With_Internet_Access_No_Access_To_Internet_2011,Households_With_Internet_Access_Not_Stated_2011,Households_With_Internet_Access_Total_2011,Perc_Households_With_Internet_Access_Broadband_2011,Perc_Households_With_Internet_Access_Other_Connection_2011,Perc_Households_With_Internet_Access_No_Access_To_Internet_2011,Perc_Households_With_Internet_Access_Not_Stated_2011
7572,167022001,A167022001,11062,062 Crosskeys,Meath,Mid-East,SE,Eastern and Midlands,8,45,57,8,3,121,6.61,37.19,47.11,6.61,2.48,121,80,39,2,66.12,32.23,1.65,62,11,47,1,121,51.24,9.09,38.84,0.83
7292,167023001,A167023001,11027,027 Cruicetown,Meath,Mid-East,SE,Eastern and Midlands,5,36,64,12,5,122,4.1,29.51,52.46,9.84,4.1,122,90,30,2,73.77,24.59,1.64,68,13,39,2,122,55.74,10.66,31.97,1.64
7110,167024001,A167024001,11007,007 Culmullin,Meath,Mid-East,SE,Eastern and Midlands,7,25,48,21,4,105,6.67,23.81,45.71,20,3.81,105,84,21,0,80,20,0,44,34,26,1,105,41.9,32.38,24.76,0.95
7111,167024002,A167024002,11007,007 Culmullin,Meath,Mid-East,SE,Eastern and Midlands,4,20,60,19,5,108,3.7,18.52,55.56,17.59,4.63,108,88,16,4,81.48,14.81,3.7,69,11,24,4,108,63.89,10.19,22.22,3.7
7112,167024003,A167024003,11007,007 Culmullin,Meath,Mid-East,SE,Eastern and Midlands,6,21,52,25,12,116,5.17,18.1,44.83,21.55,10.34,116,89,25,2,76.72,21.55,1.72,57,30,28,1,116,49.14,25.86,24.14,0.86
7116,167025002,A167025002,11008,008 Donaghmore,Meath,Mid-East,SE,Eastern and Midlands,8,65,36,8,2,119,6.72,54.62,30.25,6.72,1.68,119,99,17,3,83.19,14.29,2.52,93,7,17,2,119,78.15,5.88,14.29,1.68
7117,167025003,A167025003,11008,008 Donaghmore,Meath,Mid-East,SE,Eastern and Midlands,12,62,49,6,3,132,9.09,46.97,37.12,4.55,2.27,132,109,16,7,82.58,12.12,5.3,102,5,20,5,132,77.27,3.79,15.15,3.79
7118,167025004,A167025004,11008,008 Donaghmore,Meath,Mid-East,SE,Eastern and Midlands,2,41,42,15,3,103,1.94,39.81,40.78,14.56,2.91,103,95,7,1,92.23,6.8,0.97,90,5,7,1,103,87.38,4.85,6.8,0.97
7119,167025005,A167025005,11008,008 Donaghmore,Meath,Mid-East,SE,Eastern and Midlands,3,53,50,3,0,109,2.75,48.62,45.87,2.75,0,109,94,12,3,86.24,11.01,2.75,81,14,12,2,109,74.31,12.84,11.01,1.83
7120,167025006,A167025006,11008,008 Donaghmore,Meath,Mid-East,SE,Eastern and Midlands,4,35,44,13,3,99,4.04,35.35,44.44,13.13,3.03,99,88,10,1,88.89,10.1,1.01,82,6,10,1,99,82.83,6.06,10.1,1.01
7121,167025007,A167025007,11008,008 Donaghmore,Meath,Mid-East,SE,Eastern and Midlands,22,59,17,0,0,98,22.45,60.2,17.35,0,0,98,82,14,2,83.67,14.29,2.04,64,16,17,1,98,65.31,16.33,17.35,1.02
7122,167025008,A167025008,11008,008 Donaghmore,Meath,Mid-East,SE,Eastern and Midlands,34,54,7,2,0,97,35.05,55.67,7.22,2.06,0,97,55,38,4,56.7,39.18,4.12,45,10,39,3,97,46.39,10.31,40.21,3.09
7123,167025009,A167025009,11008,008 Donaghmore,Meath,Mid-East,SE,Eastern and Midlands,15,41,29,2,1,88,17.05,46.59,32.95,2.27,1.14,88,78,8,2,88.64,9.09,2.27,68,7,11,2,88,77.27,7.95,12.5,2.27
7124,167025010,A167025010,11008,008 Donaghmore,Meath,Mid-East,SE,Eastern and Midlands,11,35,30,1,0,77,14.29,45.45,38.96,1.3,0,77,63,11,3,81.82,14.29,3.9,55,10,9,3,77,71.43,12.99,11.69,3.9
7125,167025011,A167025011,11008,008 Donaghmore,Meath,Mid-East,SE,Eastern and Midlands,2,38,46,17,3,106,1.89,35.85,43.4,16.04,2.83,106,97,8,1,91.51,7.55,0.94,94,1,9,2,106,88.68,0.94,8.49,1.89
7126,167025012,A167025012,11008,008 Donaghmore,Meath,Mid-East,SE,Eastern and Midlands,13,56,27,1,0,97,13.4,57.73,27.84,1.03,0,97,74,21,2,76.29,21.65,2.06,64,11,19,3,97,65.98,11.34,19.59,3.09
7127,167025013,A167025013,11008,008 Donaghmore,Meath,Mid-East,SE,Eastern and Midlands,27,47,21,1,0,96,28.13,48.96,21.88,1.04,0,96,69,21,6,71.88,21.88,6.25,58,10,24,4,96,60.42,10.42,25,4.17
7128,167025014,A167025014,11008,008 Donaghmore,Meath,Mid-East,SE,Eastern and Midlands,5,21,24,1,2,53,9.43,39.62,45.28,1.89,3.77,53,47,6,0,88.68,11.32,0,46,2,5,0,53,86.79,3.77,9.43,0
7129,167025015,A167025015,11008,008 Donaghmore,Meath,Mid-East,SE,Eastern and Midlands,7,29,27,7,1,71,9.86,40.85,38.03,9.86,1.41,71,55,16,0,77.46,22.54,0,55,1,15,0,71,77.46,1.41,21.13,0
7130,167025016,A167025016,11008,008 Donaghmore,Meath,Mid-East,SE,Eastern and Midlands,8,14,51,13,3,89,8.99,15.73,57.3,14.61,3.37,89,79,7,3,88.76,7.87,3.37,79,1,6,3,89,88.76,1.12,6.74,3.37
7131,167025017,A167025017,11008,008 Donaghmore,Meath,Mid-East,SE,Eastern and Midlands,2,29,78,12,3,124,1.61,23.39,62.9,9.68,2.42,124,114,9,1,91.94,7.26,0.81,111,4,7,2,124,89.52,3.23,5.65,1.61
7132,167025018,A167025018,11008,008 Donaghmore,Meath,Mid-East,SE,Eastern and Midlands,6,61,47,5,0,119,5.04,51.26,39.5,4.2,0,119,100,17,2,84.03,14.29,1.68,90,9,19,1,119,75.63,7.56,15.97,0.84
7133,167025019,A167025019,11008,008 Donaghmore,Meath,Mid-East,SE,Eastern and Midlands,16,53,31,6,1,107,14.95,49.53,28.97,5.61,0.93,107,83,20,4,77.57,18.69,3.74,78,5,22,2,107,72.9,4.67,20.56,1.87
7134,167025020,A167025020,11008,008 Donaghmore,Meath,Mid-East,SE,Eastern and Midlands,5,37,69,20,5,136,3.68,27.21,50.74,14.71,3.68,136,124,9,3,91.18,6.62,2.21,118,5,11,2,136,86.76,3.68,8.09,1.47
7135,167025021,A167025021,11008,008 Donaghmore,Meath,Mid-East,SE,Eastern and Midlands,11,28,32,6,2,79,13.92,35.44,40.51,7.59,2.53,79,62,14,3,78.48,17.72,3.8,56,5,13,5,79,70.89,6.33,16.46,6.33
7136,167025022,A167025022,11008,008 Donaghmore,Meath,Mid-East,SE,Eastern and Midlands,2,20,92,7,1,122,1.64,16.39,75.41,5.74,0.82,122,117,5,0,95.9,4.1,0,113,2,6,1,122,92.62,1.64,4.92,0.82
7137,167025023,A167025023,11008,008 Donaghmore,Meath,Mid-East,SE,Eastern and Midlands,6,37,75,6,2,126,4.76,29.37,59.52,4.76,1.59,126,109,15,2,86.51,11.9,1.59,98,13,13,2,126,77.78,10.32,10.32,1.59
7138,167025024,A167025024,11008,008 Donaghmore,Meath,Mid-East,SE,Eastern and Midlands,3,21,53,6,2,85,3.53,24.71,62.35,7.06,2.35,85,77,3,5,90.59,3.53,5.88,74,2,5,4,85,87.06,2.35,5.88,4.71
7139,167025025,A167025025,11008,008 Donaghmore,Meath,Mid-East,SE,Eastern and Midlands,13,47,32,11,1,104,12.5,45.19,30.77,10.58,0.96,104,82,21,1,78.85,20.19,0.96,81,5,17,1,104,77.88,4.81,16.35,0.96
7140,167025026,A167025026,11008,008 Donaghmore,Meath,Mid-East,SE,Eastern and Midlands,23,30,22,8,3,86,26.74,34.88,25.58,9.3,3.49,86,57,26,3,66.28,30.23,3.49,54,7,19,6,86,62.79,8.14,22.09,6.98
7141,167025027,A167025027,11008,008 Donaghmore,Meath,Mid-East,SE,Eastern and Midlands,12,43,29,4,0,88,13.64,48.86,32.95,4.55,0,88,66,19,3,75,21.59,3.41,60,6,19,3,88,68.18,6.82,21.59,3.41
7142,167025028,A167025028,11008,008 Donaghmore,Meath,Mid-East,SE,Eastern and Midlands,11,51,39,4,1,106,10.38,48.11,36.79,3.77,0.94,106,93,11,2,87.74,10.38,1.89,84,12,8,2,106,79.25,11.32,7.55,1.89
7143,167025029,A167025029,11008,008 Donaghmore,Meath,Mid-East,SE,Eastern and Midlands,5,44,43,4,1,97,5.15,45.36,44.33,4.12,1.03,97,90,5,2,92.78,5.15,2.06,80,8,6,3,97,82.47,8.25,6.19,3.09
7144,167025030,A167025030,11008,008 Donaghmore,Meath,Mid-East,SE,Eastern and Midlands,0,14,60,17,5,96,0,14.58,62.5,17.71,5.21,96,92,3,1,95.83,3.13,1.04,87,5,4,0,96,90.63,5.21,4.17,0
7145,167025031,A167025031,11008,008 Donaghmore,Meath,Mid-East,SE,Eastern and Midlands,5,48,47,7,5,112,4.46,42.86,41.96,6.25,4.46,112,99,10,3,88.39,8.93,2.68,90,9,8,5,112,80.36,8.04,7.14,4.46
7146,167025032,A167025032,11008,008 Donaghmore,Meath,Mid-East,SE,Eastern and Midlands,3,37,69,8,4,121,2.48,30.58,57.02,6.61,3.31,121,105,16,0,86.78,13.22,0,100,7,14,0,121,82.64,5.79,11.57,0
7147,167025033,A167025033,11008,008 Donaghmore,Meath,Mid-East,SE,Eastern and Midlands,12,51,18,0,0,81,14.81,62.96,22.22,0,0,81,70,7,4,86.42,8.64,4.94,56,13,8,4,81,69.14,16.05,9.88,4.94
7148,167025034,A167025034,11008,008 Donaghmore,Meath,Mid-East,SE,Eastern and Midlands,25,61,19,3,2,110,22.73,55.45,17.27,2.73,1.82,110,86,21,3,78.18,19.09,2.73,80,12,15,3,110,72.73,10.91,13.64,2.73
7452,167026001,A167026001,11053,053 Domhnach Phádraig,Meath,Mid-East,SE,Eastern and Midlands,7,27,53,16,4,107,6.54,25.23,49.53,14.95,3.74,107,75,29,3,70.09,27.1,2.8,71,7,28,1,107,66.36,6.54,26.17,0.93
7453,167026002,A167026002,11053,053 Domhnach Phádraig,Meath,Mid-East,SE,Eastern and Midlands,6,20,41,9,6,82,7.32,24.39,50,10.98,7.32,82,65,15,2,79.27,18.29,2.44,46,10,24,2,82,56.1,12.2,29.27,2.44
7454,167026003,A167026003,11053,053 Domhnach Phádraig,Meath,Mid-East,SE,Eastern and Midlands,2,21,51,6,6,86,2.33,24.42,59.3,6.98,6.98,86,68,18,0,79.07,20.93,0,55,11,19,1,86,63.95,12.79,22.09,1.16
7455,167026004,A167026004,11053,053 Domhnach Phádraig,Meath,Mid-East,SE,Eastern and Midlands,7,26,43,8,1,85,8.24,30.59,50.59,9.41,1.18,85,66,17,2,77.65,20,2.35,57,8,19,1,85,67.06,9.41,22.35,1.18
7456,167026005,A167026005,11053,053 Domhnach Phádraig,Meath,Mid-East,SE,Eastern and Midlands,6,20,62,5,4,97,6.19,20.62,63.92,5.15,4.12,97,81,14,2,83.51,14.43,2.06,70,8,17,2,97,72.16,8.25,17.53,2.06
7457,167026006,A167026006,11053,053 Domhnach Phádraig,Meath,Mid-East,SE,Eastern and Midlands,3,33,53,5,3,97,3.09,34.02,54.64,5.15,3.09,97,76,19,2,78.35,19.59,2.06,60,12,22,3,97,61.86,12.37,22.68,3.09
7097,167027001,A167027001,11004,004 Drumcondra,Meath,Mid-East,SE,Eastern and Midlands,2,33,28,6,1,70,2.86,47.14,40,8.57,1.43,70,42,27,1,60,38.57,1.43,32,10,27,1,70,45.71,14.29,38.57,1.43
7098,167027002,A167027002,11004,004 Drumcondra,Meath,Mid-East,SE,Eastern and Midlands,8,21,34,10,4,77,10.39,27.27,44.16,12.99,5.19,77,53,23,1,68.83,29.87,1.3,49,5,22,1,77,63.64,6.49,28.57,1.3
7099,167027003,A167027003,11004,004 Drumcondra,Meath,Mid-East,SE,Eastern and Midlands,5,16,26,9,2,58,8.62,27.59,44.83,15.52,3.45,58,34,21,3,58.62,36.21,5.17,25,7,24,2,58,43.1,12.07,41.38,3.45
7100,167027004,A167027004,11004,004 Drumcondra,Meath,Mid-East,SE,Eastern and Midlands,20,37,24,4,0,85,23.53,43.53,28.24,4.71,0,85,44,40,1,51.76,47.06,1.18,45,2,37,1,85,52.94,2.35,43.53,1.18
7101,167027005,A167027005,11004,004 Drumcondra,Meath,Mid-East,SE,Eastern and Midlands,13,28,32,11,3,87,14.94,32.18,36.78,12.64,3.45,87,53,31,3,60.92,35.63,3.45,45,7,31,4,87,51.72,8.05,35.63,4.6
7102,167027006,A167027006,11004,004 Drumcondra,Meath,Mid-East,SE,Eastern and Midlands,3,25,40,14,4,86,3.49,29.07,46.51,16.28,4.65,86,63,22,1,73.26,25.58,1.16,47,15,23,1,86,54.65,17.44,26.74,1.16
7328,167028001,A167028001,11044,044 Duleek,Meath,Mid-East,SE,Eastern and Midlands,5,26,38,9,2,80,6.25,32.5,47.5,11.25,2.5,80,60,20,0,75,25,0,44,13,21,2,80,55,16.25,26.25,2.5
7329,167028002,A167028002,11044,044 Duleek,Meath,Mid-East,SE,Eastern and Midlands,12,30,42,13,9,106,11.32,28.3,39.62,12.26,8.49,106,74,29,3,69.81,27.36,2.83,62,11,31,2,106,58.49,10.38,29.25,1.89
7330,167028003,A167028003,11044,044 Duleek,Meath,Mid-East,SE,Eastern and Midlands,23,48,13,5,0,89,25.84,53.93,14.61,5.62,0,89,45,40,4,50.56,44.94,4.49,39,8,39,3,89,43.82,8.99,43.82,3.37
7331,167028004,A167028004,11044,044 Duleek,Meath,Mid-East,SE,Eastern and Midlands,13,26,26,6,1,72,18.06,36.11,36.11,8.33,1.39,72,48,21,3,66.67,29.17,4.17,45,6,19,2,72,62.5,8.33,26.39,2.78
7332,167028005,A167028005,11044,044 Duleek,Meath,Mid-East,SE,Eastern and Midlands,6,24,49,11,1,91,6.59,26.37,53.85,12.09,1.1,91,80,10,1,87.91,10.99,1.1,73,7,10,1,91,80.22,7.69,10.99,1.1
7333,167028006,A167028006,11044,044 Duleek,Meath,Mid-East,SE,Eastern and Midlands,11,28,29,6,2,76,14.47,36.84,38.16,7.89,2.63,76,55,19,2,72.37,25,2.63,48,5,19,4,76,63.16,6.58,25,5.26
7334,167028007,A167028007,11044,044 Duleek,Meath,Mid-East,SE,Eastern and Midlands,20,46,20,2,1,89,22.47,51.69,22.47,2.25,1.12,89,59,28,2,66.29,31.46,2.25,52,5,29,3,89,58.43,5.62,32.58,3.37
7335,167028008,A167028008,11044,044 Duleek,Meath,Mid-East,SE,Eastern and Midlands,5,45,43,3,3,99,5.05,45.45,43.43,3.03,3.03,99,83,14,2,83.84,14.14,2.02,76,7,15,1,99,76.77,7.07,15.15,1.01
7336,167028009,A167028009,11044,044 Duleek,Meath,Mid-East,SE,Eastern and Midlands,14,35,30,8,0,87,16.09,40.23,34.48,9.2,0,87,62,19,6,71.26,21.84,6.9,57,7,18,5,87,65.52,8.05,20.69,5.75
7337,167028010,A167028010,11044,044 Duleek,Meath,Mid-East,SE,Eastern and Midlands,10,30,30,6,0,76,13.16,39.47,39.47,7.89,0,76,50,22,4,65.79,28.95,5.26,39,8,26,3,76,51.32,10.53,34.21,3.95
7338,167028011,A167028011,11044,044 Duleek,Meath,Mid-East,SE,Eastern and Midlands,2,43,70,6,0,121,1.65,35.54,57.85,4.96,0,121,103,17,1,85.12,14.05,0.83,100,5,15,1,121,82.64,4.13,12.4,0.83
7339,167028012,A167028012,11044,044 Duleek,Meath,Mid-East,SE,Eastern and Midlands,6,39,64,5,0,114,5.26,34.21,56.14,4.39,0,114,97,16,1,85.09,14.04,0.88,89,7,17,1,114,78.07,6.14,14.91,0.88
7340,167028013,A167028013,11044,044 Duleek,Meath,Mid-East,SE,Eastern and Midlands,8,25,38,2,0,73,10.96,34.25,52.05,2.74,0,73,54,17,2,73.97,23.29,2.74,47,4,20,2,73,64.38,5.48,27.4,2.74
7341,167028014,A167028014,11044,044 Duleek,Meath,Mid-East,SE,Eastern and Midlands,3,30,61,4,4,102,2.94,29.41,59.8,3.92,3.92,102,94,8,0,92.16,7.84,0,87,9,6,0,102,85.29,8.82,5.88,0
7342,167028015,A167028015,11044,044 Duleek,Meath,Mid-East,SE,Eastern and Midlands,9,22,25,8,3,67,13.43,32.84,37.31,11.94,4.48,67,47,14,6,70.15,20.9,8.96,45,3,15,4,67,67.16,4.48,22.39,5.97
7343,167028016,A167028016,11044,044 Duleek,Meath,Mid-East,SE,Eastern and Midlands,5,28,56,6,1,96,5.21,29.17,58.33,6.25,1.04,96,81,13,2,84.38,13.54,2.08,76,5,14,1,96,79.17,5.21,14.58,1.04
7344,167028017,A167028017,11044,044 Duleek,Meath,Mid-East,SE,Eastern and Midlands,2,43,51,2,0,98,2.04,43.88,52.04,2.04,0,98,76,20,2,77.55,20.41,2.04,64,15,18,1,98,65.31,15.31,18.37,1.02
7345,167028018,A167028018,11044,044 Duleek,Meath,Mid-East,SE,Eastern and Midlands,11,39,56,4,2,112,9.82,34.82,50,3.57,1.79,112,96,16,0,85.71,14.29,0,92,3,16,1,112,82.14,2.68,14.29,0.89
7346,167028019,A167028019,11044,044 Duleek,Meath,Mid-East,SE,Eastern and Midlands,13,54,13,3,0,83,15.66,65.06,15.66,3.61,0,83,45,37,1,54.22,44.58,1.2,40,2,40,1,83,48.19,2.41,48.19,1.2
7149,167029001,A167029001,11009,009 Dunboyne,Meath,Mid-East,SE,Eastern and Midlands,10,19,38,12,9,88,11.36,21.59,43.18,13.64,10.23,88,64,22,2,72.73,25,2.27,57,7,22,2,88,64.77,7.95,25,2.27
7150,167029002,A167029002,11009,009 Dunboyne,Meath,Mid-East,SE,Eastern and Midlands,2,9,35,9,6,61,3.28,14.75,57.38,14.75,9.84,61,54,6,1,88.52,9.84,1.64,34,18,8,1,61,55.74,29.51,13.11,1.64
7151,167029003,A167029003,11009,009 Dunboyne,Meath,Mid-East,SE,Eastern and Midlands,7,23,41,8,1,80,8.75,28.75,51.25,10,1.25,80,63,17,0,78.75,21.25,0,57,2,19,2,80,71.25,2.5,23.75,2.5
7152,167029004,A167029004,11009,009 Dunboyne,Meath,Mid-East,SE,Eastern and Midlands,1,20,32,12,8,73,1.37,27.4,43.84,16.44,10.96,73,60,11,2,82.19,15.07,2.74,46,10,16,1,73,63.01,13.7,21.92,1.37
7155,167029006,A167029006,11009,009 Dunboyne,Meath,Mid-East,SE,Eastern and Midlands,5,31,46,8,8,98,5.1,31.63,46.94,8.16,8.16,98,80,17,1,81.63,17.35,1.02,64,12,21,1,98,65.31,12.24,21.43,1.02
7157,167029008,A167029008,11009,009 Dunboyne,Meath,Mid-East,SE,Eastern and Midlands,3,36,40,1,0,80,3.75,45,50,1.25,0,80,73,6,1,91.25,7.5,1.25,74,2,4,0,80,92.5,2.5,5,0
7158,167029009,A167029009,11009,009 Dunboyne,Meath,Mid-East,SE,Eastern and Midlands,10,28,69,13,4,124,8.06,22.58,55.65,10.48,3.23,124,109,12,3,87.9,9.68,2.42,102,4,14,4,124,82.26,3.23,11.29,3.23
7159,167029010,A167029010,11009,009 Dunboyne,Meath,Mid-East,SE,Eastern and Midlands,3,35,55,14,5,112,2.68,31.25,49.11,12.5,4.46,112,100,10,2,89.29,8.93,1.79,96,6,8,2,112,85.71,5.36,7.14,1.79
7160,167029011,A167029011,11009,009 Dunboyne,Meath,Mid-East,SE,Eastern and Midlands,12,34,28,7,5,86,13.95,39.53,32.56,8.14,5.81,86,57,29,0,66.28,33.72,0,53,4,26,3,86,61.63,4.65,30.23,3.49
7161,167029012,A167029012,11009,009 Dunboyne,Meath,Mid-East,SE,Eastern and Midlands,5,44,58,0,3,110,4.55,40,52.73,0,2.73,110,100,9,1,90.91,8.18,0.91,99,6,4,1,110,90,5.45,3.64,0.91
7162,167029013,A167029013,11009,009 Dunboyne,Meath,Mid-East,SE,Eastern and Midlands,22,50,34,4,2,112,19.64,44.64,30.36,3.57,1.79,112,72,38,2,64.29,33.93,1.79,64,6,40,2,112,57.14,5.36,35.71,1.79
7163,167029014,A167029014,11009,009 Dunboyne,Meath,Mid-East,SE,Eastern and Midlands,2,14,62,11,1,90,2.22,15.56,68.89,12.22,1.11,90,85,3,2,94.44,3.33,2.22,81,4,3,2,90,90,4.44,3.33,2.22
7164,167029015,A167029015,11009,009 Dunboyne,Meath,Mid-East,SE,Eastern and Midlands,10,38,81,22,15,166,6.02,22.89,48.8,13.25,9.04,166,127,37,2,76.51,22.29,1.2,117,10,37,2,166,70.48,6.02,22.29,1.2
7165,167029016,A167029016,11009,009 Dunboyne,Meath,Mid-East,SE,Eastern and Midlands,6,23,70,28,15,142,4.23,16.2,49.3,19.72,10.56,142,132,8,2,92.96,5.63,1.41,129,1,10,2,142,90.85,0.7,7.04,1.41
7166,167029017,A167029017,11009,009 Dunboyne,Meath,Mid-East,SE,Eastern and Midlands,7,40,42,11,3,103,6.8,38.83,40.78,10.68,2.91,103,86,14,3,83.5,13.59,2.91,78,9,14,2,103,75.73,8.74,13.59,1.94
7167,167029018,A167029018,11009,009 Dunboyne,Meath,Mid-East,SE,Eastern and Midlands,1,13,58,6,1,79,1.27,16.46,73.42,7.59,1.27,79,74,5,0,93.67,6.33,0,72,3,3,1,79,91.14,3.8,3.8,1.27
7168,167029019,A167029019,11009,009 Dunboyne,Meath,Mid-East,SE,Eastern and Midlands,0,17,60,12,1,90,0,18.89,66.67,13.33,1.11,90,80,9,1,88.89,10,1.11,79,3,7,1,90,87.78,3.33,7.78,1.11
7169,167029020,A167029020,11009,009 Dunboyne,Meath,Mid-East,SE,Eastern and Midlands,26,58,23,8,0,115,22.61,50.43,20,6.96,0,115,85,26,4,73.91,22.61,3.48,73,12,28,2,115,63.48,10.43,24.35,1.74
7170,167029021,A167029021,11009,009 Dunboyne,Meath,Mid-East,SE,Eastern and Midlands,9,17,68,9,3,106,8.49,16.04,64.15,8.49,2.83,106,96,8,2,90.57,7.55,1.89,91,4,9,2,106,85.85,3.77,8.49,1.89
7171,167029022,A167029022,11009,009 Dunboyne,Meath,Mid-East,SE,Eastern and Midlands,7,20,75,12,7,121,5.79,16.53,61.98,9.92,5.79,121,103,17,1,85.12,14.05,0.83,100,3,17,1,121,82.64,2.48,14.05,0.83
7172,167029023,A167029023,11009,009 Dunboyne,Meath,Mid-East,SE,Eastern and Midlands,6,29,63,11,3,112,5.36,25.89,56.25,9.82,2.68,112,107,4,1,95.54,3.57,0.89,101,6,4,1,112,90.18,5.36,3.57,0.89
7173,167029024,A167029024,11009,009 Dunboyne,Meath,Mid-East,SE,Eastern and Midlands,20,52,30,8,2,112,17.86,46.43,26.79,7.14,1.79,112,80,30,2,71.43,26.79,1.79,71,8,31,2,112,63.39,7.14,27.68,1.79
7174,167029025,A167029025,11009,009 Dunboyne,Meath,Mid-East,SE,Eastern and Midlands,1,21,51,14,4,91,1.1,23.08,56.04,15.38,4.4,91,84,7,0,92.31,7.69,0,81,3,7,0,91,89.01,3.3,7.69,0
7175,167029026,A167029026,11009,009 Dunboyne,Meath,Mid-East,SE,Eastern and Midlands,8,28,27,6,2,71,11.27,39.44,38.03,8.45,2.82,71,64,5,2,90.14,7.04,2.82,60,4,3,4,71,84.51,5.63,4.23,5.63
7176,167029027,A167029027,11009,009 Dunboyne,Meath,Mid-East,SE,Eastern and Midlands,19,81,67,12,2,181,10.5,44.75,37.02,6.63,1.1,181,161,19,1,88.95,10.5,0.55,144,15,18,4,181,79.56,8.29,9.94,2.21
7177,167030001,A167030001,11010,010 Dunshaughlin,Meath,Mid-East,SE,Eastern and Midlands,3,23,69,7,1,103,2.91,22.33,66.99,6.8,0.97,103,95,5,3,92.23,4.85,2.91,91,4,5,3,103,88.35,3.88,4.85,2.91
7178,167030002,A167030002,11010,010 Dunshaughlin,Meath,Mid-East,SE,Eastern and Midlands,5,23,37,4,1,70,7.14,32.86,52.86,5.71,1.43,70,57,12,1,81.43,17.14,1.43,55,2,13,0,70,78.57,2.86,18.57,0
7179,167030003,A167030003,11010,010 Dunshaughlin,Meath,Mid-East,SE,Eastern and Midlands,20,51,21,1,1,94,21.28,54.26,22.34,1.06,1.06,94,66,28,0,70.21,29.79,0,59,5,28,2,94,62.77,5.32,29.79,2.13
7180,167030004,A167030004,11010,010 Dunshaughlin,Meath,Mid-East,SE,Eastern and Midlands,11,29,64,14,2,120,9.17,24.17,53.33,11.67,1.67,120,104,14,2,86.67,11.67,1.67,105,2,11,2,120,87.5,1.67,9.17,1.67
7181,167030005,A167030005,11010,010 Dunshaughlin,Meath,Mid-East,SE,Eastern and Midlands,4,39,57,7,2,109,3.67,35.78,52.29,6.42,1.83,109,85,24,0,77.98,22.02,0,77,9,23,0,109,70.64,8.26,21.1,0
7182,167030006,A167030006,11010,010 Dunshaughlin,Meath,Mid-East,SE,Eastern and Midlands,11,45,27,4,3,90,12.22,50,30,4.44,3.33,90,66,23,1,73.33,25.56,1.11,63,4,21,2,90,70,4.44,23.33,2.22
7183,167030007,A167030007,11010,010 Dunshaughlin,Meath,Mid-East,SE,Eastern and Midlands,4,10,37,8,4,63,6.35,15.87,58.73,12.7,6.35,63,56,7,0,88.89,11.11,0,53,2,8,0,63,84.13,3.17,12.7,0
7184,167030008,A167030008,11010,010 Dunshaughlin,Meath,Mid-East,SE,Eastern and Midlands,5,24,82,16,3,130,3.85,18.46,63.08,12.31,2.31,130,122,6,2,93.85,4.62,1.54,120,2,6,2,130,92.31,1.54,4.62,1.54
7185,167030009,A167030009,11010,010 Dunshaughlin,Meath,Mid-East,SE,Eastern and Midlands,11,33,30,4,0,78,14.1,42.31,38.46,5.13,0,78,55,23,0,70.51,29.49,0,49,3,26,0,78,62.82,3.85,33.33,0
7186,167030010,A167030010,11010,010 Dunshaughlin,Meath,Mid-East,SE,Eastern and Midlands,6,37,44,3,2,92,6.52,40.22,47.83,3.26,2.17,92,78,14,0,84.78,15.22,0,72,10,9,1,92,78.26,10.87,9.78,1.09
7187,167030011,A167030011,11010,010 Dunshaughlin,Meath,Mid-East,SE,Eastern and Midlands,8,39,33,4,1,85,9.41,45.88,38.82,4.71,1.18,85,68,17,0,80,20,0,64,9,12,0,85,75.29,10.59,14.12,0
7188,167030012,A167030012,11010,010 Dunshaughlin,Meath,Mid-East,SE,Eastern and Midlands,3,25,46,4,0,78,3.85,32.05,58.97,5.13,0,78,67,11,0,85.9,14.1,0,62,3,13,0,78,79.49,3.85,16.67,0
7189,167030013,A167030013,11010,010 Dunshaughlin,Meath,Mid-East,SE,Eastern and Midlands,3,29,43,13,4,92,3.26,31.52,46.74,14.13,4.35,92,86,3,3,93.48,3.26,3.26,87,1,2,2,92,94.57,1.09,2.17,2.17
